gen,param,score0,score1
1,"[3, 0, 0, 0, 1, 2, 0, 2, 3, 2, 2, 0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 3, 1, 3]",0.9678000807762146,11.86965515613556
2,"[2, 1, 0, 0, 1, 2, 0, 2, 3, 2, 2, 1, 1, 1, 0, 3, 1, 1, 1, 0, 3, 3, 1, 1]",0.9755001068115234,11.13854115009308
3,"[2, 1, 0, 0, 1, 2, 0, 2, 3, 2, 2, 1, 1, 1, 0, 3, 1, 1, 1, 0, 3, 3, 1, 1]",0.9755001068115234,11.13854115009308
4,"[2, 1, 0, 0, 1, 2, 0, 2, 3, 2, 2, 1, 1, 1, 0, 3, 1, 1, 1, 2, 3, 3, 1, 1]",0.976600170135498,11.335013278325398
5,"[2, 1, 0, 0, 1, 2, 0, 2, 3, 2, 2, 1, 1, 1, 0, 3, 1, 1, 1, 2, 3, 3, 1, 1]",0.976600170135498,11.335013278325398
6,"[2, 1, 0, 0, 1, 2, 0, 2, 3, 2, 2, 1, 1, 1, 0, 3, 1, 1, 1, 2, 3, 3, 1, 1]",0.976600170135498,11.335013278325398
7,"[2, 1, 0, 0, 1, 2, 0, 2, 3, 2, 2, 1, 1, 1, 0, 3, 1, 1, 1, 2, 3, 3, 1, 1]",0.976600170135498,11.335013278325398
8,"[2, 1, 0, 0, 1, 2, 0, 2, 3, 2, 2, 1, 1, 1, 0, 3, 1, 1, 1, 2, 3, 3, 0, 1]",0.9769001603126526,11.470361296335856
9,"[2, 1, 0, 0, 1, 2, 0, 2, 3, 2, 2, 1, 1, 1, 2, 3, 1, 1, 1, 2, 3, 3, 1, 1]",0.978900134563446,11.691801949342091
